x,y
-3.4037871,1.7550901
-4.7382927,1.2633029
-3.7876964,2.7897537
-4.7541327,1.3556492
-4.091622,1.2320336
-4.4949694,1.3339562
-3.7128286,1.7496079
-4.73979,1.9210643
-4.4302225,2.9426663
-4.0046754,2.9107044
-3.8064296,1.7927943
-3.9382877,1.1419609
-3.3087926,1.0389124
-3.7557957,2.2861948
-3.1758542,2.3683696
-3.7641113,2.4203475
-4.876538,2.497606
-4.022829,4.102239
-3.4049797,4.785243
-4.875802,4.949668
-3.4037871,3.75509
-4.7382927,3.2633028
-3.7876964,4.7897534
-4.7541327,3.3556492
-4.091622,3.2320337
-4.4949694,3.3339562
-3.7128286,3.749608
-4.73979,3.9210641
-4.4302225,4.942666
-4.0046754,4.9107046
-3.8064296,3.7927945
-3.9382877,3.1419609
-3.3087926,3.0389123
-3.7557957,4.286195
-3.1758542,4.3683696
-3.7641113,4.420347
-4.876538,4.497606
-2.022829,-3.897761
-1.4049797,-3.214757
-2.8758018,-3.050332
-1.4037871,-4.24491
-2.7382925,-4.736697
-1.7876965,-3.2102463
-2.7541327,-4.6443505
-2.0916219,-4.7679663
-2.4949696,-4.6660438
-1.7128286,-4.250392
-2.7397897,-4.0789356
-2.4302223,-3.0573337
-2.0046754,-3.0892956
-1.8064296,-4.207206
-1.9382877,-4.858039
-1.3087926,-4.9610877
-1.7557957,-3.7138052
-1.1758542,-3.6316304
-1.7641113,-3.5796525
-2.8765378,-3.502394
-2.022829,-1.897761
-1.4049797,-1.214757
-2.8758018,-1.050332
-1.4037871,-2.24491
-2.7382925,-2.7366972
-1.7876965,-1.2102463
-2.7541327,-2.6443508
-2.0916219,-2.7679663
-2.4949696,-2.6660438
-1.7128286,-2.250392
-2.7397897,-2.0789359
-2.4302223,-1.0573337
-2.0046754,-1.0892956
-1.8064296,-2.2072055
-1.9382877,-2.8580391
-1.3087926,-2.9610877
-1.7557957,-1.7138053
-1.1758542,-1.6316304
-1.7641113,-1.5796525
-2.8765378,-1.502394
-2.022829,0.102238975
-1.4049797,0.7852431
-2.8758018,0.94966805
-1.4037871,-0.2449099
-2.7382925,-0.7366971
-1.7876965,0.7897536
-2.7541327,-0.6443507
-2.0916219,-0.7679664
-2.4949696,-0.66604376
-1.7128286,-0.25039208
-2.7397897,-0.078935795
-2.4302223,0.9426663
-2.0046754,0.9107044
-1.8064296,-0.20720561
-1.9382877,-0.85803914
-1.3087926,-0.9610876
-1.7557957,0.28619468
-1.1758542,0.36836955
-1.7641113,0.42034742
-2.8765378,0.497606
-2.022829,2.102239
-1.4049797,2.785243
-2.8758018,2.949668
-1.4037871,1.7550901
-2.7382925,1.2633029
-1.7876965,2.7897537
-2.7541327,1.3556492
-2.0916219,1.2320336
-2.4949696,1.3339562
-1.7128286,1.7496079
-2.7397897,1.9210643
-2.4302223,2.9426663
-2.0046754,2.9107044
-1.8064296,1.7927943
-1.9382877,1.1419609
-1.3087926,1.0389124
-1.7557957,2.2861948
-1.1758542,2.3683696
-1.7641113,2.4203475
-2.8765378,2.497606
-2.022829,4.102239
-1.4049797,4.785243
-2.8758018,4.949668
-1.4037871,3.75509
-2.7382925,3.2633028
-1.7876965,4.7897534
-2.7541327,3.3556492
-2.0916219,3.2320337
-2.4949696,3.3339562
-1.7128286,3.749608
-2.7397897,3.9210641
-2.4302223,4.942666
-2.0046754,4.9107046
-1.8064296,3.7927945
-1.9382877,3.1419609
-1.3087926,3.0389123
-1.7557957,4.286195
-1.1758542,4.3683696
-1.7641113,4.420347
-2.8765378,4.497606
-0.02282897,-3.897761
0.59502035,-3.214757
-0.8758018,-3.050332
0.59621286,-4.24491
-0.7382925,-4.736697
0.21230356,-3.2102463
-0.7541327,-4.6443505
-0.09162198,-4.7679663
-0.49496955,-4.6660438
0.28717136,-4.250392
-0.7397898,-4.0789356
-0.43022227,-3.0573337
-0.004675499,-3.0892956
0.19357042,-4.207206
0.061712205,-4.858039
0.69120735,-4.9610877
0.24420434,-3.7138052
0.8241458,-3.6316304
0.23588873,-3.5796525
-0.87653774,-3.502394
-0.02282897,-1.897761
0.59502035,-1.214757
-0.8758018,-1.050332
0.59621286,-2.24491
-0.7382925,-2.7366972
0.21230356,-1.2102463
-0.7541327,-2.6443508
-0.09162198,-2.7679663
-0.49496955,-2.6660438
0.28717136,-2.250392
-0.7397898,-2.0789359
-0.43022227,-1.0573337
-0.004675499,-1.0892956
0.19357042,-2.2072055
0.061712205,-2.8580391
0.69120735,-2.9610877
0.24420434,-1.7138053
0.8241458,-1.6316304
0.23588873,-1.5796525
-0.87653774,-1.502394
-0.02282897,2.102239
0.59502035,2.785243
-0.8758018,2.949668
0.59621286,1.7550901
-0.7382925,1.2633029
0.21230356,2.7897537
-0.7541327,1.3556492
-0.09162198,1.2320336
-0.49496955,1.3339562
0.28717136,1.7496079
-0.7397898,1.9210643
-0.43022227,2.9426663
-0.004675499,2.9107044
0.19357042,1.7927943
0.061712205,1.1419609
0.69120735,1.0389124
0.24420434,2.2861948
0.8241458,2.3683696
0.23588873,2.4203475
-0.87653774,2.497606
-0.02282897,4.102239
0.59502035,4.785243
-0.8758018,4.949668
0.59621286,3.75509
-0.7382925,3.2633028
0.21230356,4.7897534
-0.7541327,3.3556492
-0.09162198,3.2320337
-0.49496955,3.3339562
0.28717136,3.749608
-0.7397898,3.9210641
-0.43022227,4.942666
-0.004675499,4.9107046
0.19357042,3.7927945
0.061712205,3.1419609
0.69120735,3.0389123
0.24420434,4.286195
0.8241458,4.3683696
0.23588873,4.420347
-0.87653774,4.497606
1.9771711,-3.897761
2.5950203,-3.214757
1.1241982,-3.050332
2.5962129,-4.24491
1.2617075,-4.736697
2.2123036,-3.2102463
1.2458673,-4.6443505
1.908378,-4.7679663
1.5050304,-4.6660438
2.2871714,-4.250392
1.2602103,-4.0789356
1.5697777,-3.0573337
1.9953245,-3.0892956
2.1935704,-4.207206
2.0617123,-4.858039
2.6912074,-4.9610877
2.2442043,-3.7138052
2.8241458,-3.6316304
2.2358887,-3.5796525
1.1234622,-3.502394
1.9771711,-1.897761
2.5950203,-1.214757
1.1241982,-1.050332
2.5962129,-2.24491
1.2617075,-2.7366972
2.2123036,-1.2102463
1.2458673,-2.6443508
1.908378,-2.7679663
1.5050304,-2.6660438
2.2871714,-2.250392
1.2602103,-2.0789359
1.5697777,-1.0573337
1.9953245,-1.0892956
2.1935704,-2.2072055
2.0617123,-2.8580391
2.6912074,-2.9610877
2.2442043,-1.7138053
2.8241458,-1.6316304
2.2358887,-1.5796525
1.1234622,-1.502394
1.9771711,0.102238975
2.5950203,0.7852431
1.1241982,0.94966805
2.5962129,-0.2449099
1.2617075,-0.7366971
2.2123036,0.7897536
1.2458673,-0.6443507
1.908378,-0.7679664
1.5050304,-0.66604376
2.2871714,-0.25039208
1.2602103,-0.078935795
1.5697777,0.9426663
1.9953245,0.9107044
2.1935704,-0.20720561
2.0617123,-0.85803914
2.6912074,-0.9610876
2.2442043,0.28619468
2.8241458,0.36836955
2.2358887,0.42034742
1.1234622,0.497606
1.9771711,2.102239
2.5950203,2.785243
1.1241982,2.949668
2.5962129,1.7550901
1.2617075,1.2633029
2.2123036,2.7897537
1.2458673,1.3556492
1.908378,1.2320336
1.5050304,1.3339562
2.2871714,1.7496079
1.2602103,1.9210643
1.5697777,2.9426663
1.9953245,2.9107044
2.1935704,1.7927943
2.0617123,1.1419609
2.6912074,1.0389124
2.2442043,2.2861948
2.8241458,2.3683696
2.2358887,2.4203475
1.1234622,2.497606
1.9771711,4.102239
2.5950203,4.785243
1.1241982,4.949668
2.5962129,3.75509
1.2617075,3.2633028
2.2123036,4.7897534
1.2458673,3.3556492
1.908378,3.2320337
1.5050304,3.3339562
2.2871714,3.749608
1.2602103,3.9210641
1.5697777,4.942666
1.9953245,4.9107046
2.1935704,3.7927945
2.0617123,3.1419609
2.6912074,3.0389123
2.2442043,4.286195
2.8241458,4.3683696
2.2358887,4.420347
1.1234622,4.497606
3.977171,-3.897761
4.5950203,-3.214757
3.1241982,-3.050332
4.596213,-4.24491
3.2617075,-4.736697
4.2123036,-3.2102463
3.2458673,-4.6443505
3.9083781,-4.7679663
3.5050304,-4.6660438
4.2871714,-4.250392
3.2602103,-4.0789356
3.5697777,-3.0573337
3.9953246,-3.0892956
4.1935706,-4.207206
4.0617123,-4.858039
4.6912074,-4.9610877
4.2442045,-3.7138052
4.824146,-3.6316304
4.235889,-3.5796525
3.1234622,-3.502394
3.977171,-1.897761
4.5950203,-1.214757
3.1241982,-1.050332
4.596213,-2.24491
3.2617075,-2.7366972
4.2123036,-1.2102463
3.2458673,-2.6443508
3.9083781,-2.7679663
3.5050304,-2.6660438
4.2871714,-2.250392
3.2602103,-2.0789359
3.5697777,-1.0573337
3.9953246,-1.0892956
4.1935706,-2.2072055
4.0617123,-2.8580391
4.6912074,-2.9610877
4.2442045,-1.7138053
4.824146,-1.6316304
4.235889,-1.5796525
3.1234622,-1.502394
3.977171,0.102238975
4.5950203,0.7852431
3.1241982,0.94966805
4.596213,-0.2449099
3.2617075,-0.7366971
4.2123036,0.7897536
3.2458673,-0.6443507
3.9083781,-0.7679664
3.5050304,-0.66604376
4.2871714,-0.25039208
3.2602103,-0.078935795
3.5697777,0.9426663
3.9953246,0.9107044
4.1935706,-0.20720561
4.0617123,-0.85803914
4.6912074,-0.9610876
4.2442045,0.28619468
4.824146,0.36836955
4.235889,0.42034742
3.1234622,0.497606
3.977171,2.102239
4.5950203,2.785243
3.1241982,2.949668
4.596213,1.7550901
3.2617075,1.2633029
4.2123036,2.7897537
3.2458673,1.3556492
3.9083781,1.2320336
3.5050304,1.3339562
4.2871714,1.7496079
3.2602103,1.9210643
3.5697777,2.9426663
3.9953246,2.9107044
4.1935706,1.7927943
4.0617123,1.1419609
4.6912074,1.0389124
4.2442045,2.2861948
4.824146,2.3683696
4.235889,2.4203475
3.1234622,2.497606
3.977171,4.102239
4.5950203,4.785243
3.1241982,4.949668
4.596213,3.75509
3.2617075,3.2633028
4.2123036,4.7897534
3.2458673,3.3556492
3.9083781,3.2320337
3.5050304,3.3339562
4.2871714,3.749608
3.2602103,3.9210641
3.5697777,4.942666
3.9953246,4.9107046
4.1935706,3.7927945
4.0617123,3.1419609
4.6912074,3.0389123
4.2442045,4.286195
4.824146,4.3683696
4.235889,4.420347
3.1234622,4.497606
